grid_cell,Arable,Aridity,Forest,Grassland,Pastureland,Pop_den,Precipitation,Shrubland,Temp_max,Terrain_roughness,Wetlands
14142,1.4194446802139282,73.66352081298828,216.6708984375,227.323974609375,45.96969223022461,0.30628445744514465,152.8485107421875,341.3713073730469,341.598388671875,41.53347396850586,13.700620651245117
14143,2.1206159591674805,80.28986358642578,70.3589859008789,168.57518005371094,0.11154746264219284,0.5391656756401062,135.3093719482422,612.33123779296875,348.891845703125,24.21428108215332,25.14259147644043
14144,0.7728611826896667,85.58709716796875,25.635299682617188,310.8957824707031,0,0.5471289753913879,139.8050079345703,345.1210021972656,390.8301086425781,20.694217681884766,4.0022292137146
14145,0.7177383899688721,86.3601303100586,25.393434524536133,353.3493347167969,0,0.05268469452857971,143.83575439453125,205.3017578125,398.95404052734375,13.891406059265137,0.021059550344944
14146,3.0113422870635986,81.36646270751953,104.66144561767578,291.2937316894531,0,0.44441771507263184,145.73501586914063,370.2121276855469,384.13433837890625,19.278398513793945,0.10009501129388809
14147,0.9537655711174011,76.6435546875,173.11212158203125,233.41616821289063,0,0.08562909811735153,142.8505859375,533.64654541015625,372.72412109375,21.649192810058594,0.17881296575069427
14148,2.0555429458618164,78.06010437011719,77.29004669189453,379.02032470703125,0,0.03333580866456032,139.81578063964844,357.61749267578125,376.15838623046875,13.98727035522461,0.02400476112961769
14149,8.875375747680664,76.30724334716797,112.38546752929688,316.9236145019531,0.025053249672055244,0.14880487322807312,142.8754425048828,408.3540954589844,381.0014343261719,16.724323272705078,0.02015465497970581
14150,11.591235160827637,73.37017059326172,186.90634155273438,262.0982971191406,1.1091406345367432,0.7746111750602722,146.66357421875,523.8675537109375,374.405029296875,18.371360778808594,0.10963424295186996
14151,15.787405014038086,76.11785888671875,137.33303833007813,343.32476806640625,3.267657995223999,0.13492847979068756,146.46102905273438,391.9415283203125,373.3604736328125,19.55164909362793,0.38067570328712463
14152,3.827918291091919,80.62542724609375,11.700404167175293,356.2317810058594,0.09997442364692688,0.021128932014107704,147.81851196289063,364.8023376464844,394.0198974609375,14.52935791015625,22.08141326904297
14153,30.532609939575195,82.57786560058594,5.049253940582275,243.7995147705078,0.020060714334249496,0.6021311283111572,159.05645751953125,331.28961181640625,411.6836853027344,6.815978527069092,43.168155670166016
14154,97.5998306274414,78.7418441772461,52.642147064208984,364.13690185546875,4.499305725097656,2.513939142227173,169.65048217773438,386.01715087890625,410.94696044921875,11.438892364501953,2.913515567779541
14155,87.940643310546875,72.18229675292969,149.50155639648438,339.5685119628906,32.88241195678711,6.827726364135742,171.0165252685547,376.9442443847656,388.3880310058594,23.87250328063965,3.373704671859741
14156,49.442710876464844,69.55926513671875,173.2499542236328,306.89324951171875,32.80048751831055,6.087468147277832,158.6103515625,309.10552978515625,350.6346435546875,28.063941955566406,2.3032193183898926
14157,17.684173583984375,76.250335693359375,118.45399475097656,236.12774658203125,5.925411701202393,4.164551258087158,156.0678253173828,393.99298095703125,357.5502624511719,24.108184814453125,0.5874595642089844
14158,0.7860679626464844,72.80220794677734,183.22430419921875,197.20584106445313,0.03968450427055359,0.1420692503452301,159.3628387451172,560.2542724609375,379.5769348144531,42.08955001831055,1.6924786567687988
14159,2.0005977153778076,72.60572814941406,204.42062377929688,222.03707885742188,0,0.0614810436964035,155.36737060546875,549.96441650390625,389.49920654296875,26.307994842529297,0.1797304004430771
14160,5.93020486831665,69.20320892333984,259.98565673828125,253.0643310546875,0.0020051090978085995,0.23492632806301117,153.66258239746094,475.4620666503906,388.0216369628906,35.10288619995117,0.12402071058750153
14161,19.00250244140625,66.314483642578125,208.7213134765625,268.181396484375,21.44380760192871,4.666061878204346,151.20663452148438,476.26507568359375,370.6623840332031,32.51332473754883,0.6822760105133057
14162,25.446908950805664,60.759490966796875,403.65093994140625,212.20123291015625,57.809268951416016,9.809355735778809,145.0073699951172,295.11376953125,338.7971496582031,32.86452865600586,1.6355060338974
14163,16.045852661132813,61.35677719116211,362.0525207519531,217.46743774414063,130.98956298828125,10.796632766723633,140.6969757080078,265.4732666015625,307.53387451171875,31.13372802734375,1.2409744262695313
14164,11.670873641967773,55.39347457885742,438.6619567871094,244.57843017578125,108.77391815185547,10.287819862365723,135.0911407470703,169.9529266357422,299.7415466308594,36.0134162902832,6.220098972320557
14165,7.442533016204834,48.437835693359375,584.409423828125,206.43943786621094,34.38652038574219,61.79015350341797,147.25413513183594,120.14000701904297,296.51873779296875,38.013973236083984,6.023611545562744
14166,254.10018920898438,63.334556579589844,164.95068359375,285.71661376953125,22.052892684936523,566.57110595703125,178.71194458007813,84.99085998535156,346.2532958984375,10.331747055053711,14.897046089172363
14167,622.07293701171875,68.53580474853516,1.1408604383468628,340.3283386230469,7.331471715588123e-5,71.35438537597656,200.25482177734375,10.679462432861328,398.65985107421875,2.523242712020874,4.573120594024658
14168,462.9521179199219,69.5987548828125,0.10382729023694992,524.6680908203125,0,4.713989734649658,209.27737426757813,8.632030487060547,412.5403747558594,2.7810304164886475,1.4696789979934692
14169,513.81494140625,66.34968566894531,0.009092217311263084,481.5093688964844,0,1.8010196685791016,216.4735870361328,2.764341354370117,413.4007873535156,2.1844892501831055,0.38050222396850586
14170,431.8156433105469,64.28902435302734,3.341132833156735e-5,565.44573974609375,0,1.9243896007537842,222.2430419921875,0.9409500360488892,415.7205505371094,2.3401851654052734,0.10007911920547485
14171,375.53778076171875,61.62403106689453,0.01779630407691002,620.81097412109375,0,1.2102694511413574,231.70632934570313,1.9981749057769775,421.6347351074219,3.6542346477508545,0.24338476359844208
14172,475.1990661621094,57.2279052734375,0.37164342403411865,516.5174560546875,0,1.1551196575164795,239.78977966308594,3.401183605194092,427.15875244140625,4.408173561096191,3.058009624481201
14173,531.3875732421875,54.656044006347656,1.4631894826889038,455.36090087890625,0,3.470118522644043,245.84933471679688,6.236445426940918,429.6121826171875,4.769534111022949,2.2589120864868164
14174,619.23699951171875,52.065093994140625,2.4017090797424316,367.41583251953125,0,1.8412060737609863,251.89625549316406,7.568504810333252,430.3227233886719,4.347660541534424,1.0248839855194092
14175,638.52178955078125,48.253421783447266,5.347409248352051,331.138916015625,0,2.8499772548675537,258.8582458496094,12.072746276855469,427.4890441894531,3.7195682525634766,10.334956169128418
14176,627.20074462890625,43.14691162109375,6.21359920501709,349.7850646972656,0,2.511085271835327,267.1569519042969,11.071701049804688,422.56390380859375,3.2869272232055664,3.5185790061950684
14177,713.1226806640625,38.40839767456055,13.141609191894531,254.5979766845703,0,3.14849591255188,274.32269287109375,14.698820114135742,419.7586364746094,2.8694355487823486,1.6993263959884644
14178,820.63427734375,34.74199295043945,18.07259178161621,141.76219177246094,0,3.051798105239868,281.0498046875,15.199640274047852,416.41058349609375,2.4988315105438232,1.2453819513320923
14179,781.4459228515625,31.973337173461914,27.383724212646484,158.351318359375,0,7.031509876251221,286.2115478515625,25.839786529541016,412.86077880859375,3.037551164627075,1.879454493522644
14180,722.95782470703125,29.298879623413086,42.37832260131836,190.9920196533203,0,5.562516689300537,292.2036437988281,37.49587631225586,411.0955505371094,4.052992343902588,2.019498109817505
14181,835.41473388671875,26.96864128112793,49.837196350097656,74.464813232421875,0,5.177382946014404,298.3669128417969,31.86513900756836,407.9887390136719,4.349809646606445,4.954026699066162
14182,823.63812255859375,25.291940689086914,69.41229248046875,56.00429916381836,0,8.480353355407715,301.00579833984375,43.366756439208984,399.20477294921875,4.552340030670166,3.218031406402588
14183,601.03729248046875,28.080326080322266,160.03829956054688,121.77751159667969,0,7.341518878936768,302.186279296875,110.81312561035156,391.98095703125,4.485278606414795,1.2196046113967896
14184,514.04815673828125,28.854555130004883,222.73748779296875,111.95146179199219,0,5.9655680656433105,302.3423156738281,143.10301208496094,387.19189453125,4.217316150665283,1.1389456987380981
14185,409.9912414550781,27.002159118652344,256.1238098144531,161.93487548828125,0,4.801548957824707,303.2939147949219,160.7668914794922,382.7116394042969,4.901712417602539,1.0814498662948608
14186,433.013427734375,26.874149322509766,274.1456298828125,148.7413330078125,0,10.992522239685059,303.3644714355469,132.7823944091797,377.8937072753906,4.589783668518066,1.9477890729904175
14187,621.711669921875,27.981660842895508,218.89674377441406,70.08538055419922,0,5.775416374206543,301.432861328125,79.11988830566406,377.5972595214844,3.415475368499756,5.39796781539917
14188,674.1044921875,26.914945602416992,197.5936279296875,28.786317825317383,0,19.1203556060791,308.30859375,74.1429214477539,378.2405700683594,2.9880168437957764,14.695343017578125
14189,626.9630126953125,29.014413833618164,277.6761169433594,12.654281616210938,0,9.759220123291016,313.2723388671875,70.955078125,374.124267578125,3.1607112884521484,6.970501899719238
14190,737.2803955078125,31.938827514648438,176.69969177246094,17.419113159179688,0,17.085617065429688,312.2170104980469,45.271202087402344,370.3894348144531,2.285446882247925,13.897539138793945
14191,884.07025146484375,31.671424865722656,57.28965759277344,16.52945899963379,0,35.639347076416016,316.1817626953125,21.18106460571289,369.03057861328125,1.6179883480072021,2.5306477546691895
14192,891.857666015625,30.20585823059082,46.995582580566406,16.440471649169922,0,37.322654724121094,319.1525573730469,17.63747787475586,365.7826232910156,1.3018174171447754,6.478902816772461
14193,916.07354736328125,31.218290328979492,30.729604721069336,15.326648712158203,0,63.02488708496094,321.0511169433594,13.295530319213867,363.4608459472656,1.0445953607559204,0.7320250272750854
14194,785.1015625,30.702659606933594,154.5729522705078,11.826024055480957,3.4600915908813477,26.215837478637695,324.0592346191406,29.701725006103516,364.3241271972656,2.1308951377868652,2.212200164794922
14195,744.26513671875,29.882932662963867,193.2434539794922,1.8922988176345825,17.567859649658203,28.06459617614746,331.4005126953125,27.50840187072754,360.0177307128906,2.6911425590515137,3.26076078414917
14196,576.241455078125,31.56378936767578,97.058074951171875,2.160644216928631e-4,74.740142822265625,343.4836120605469,340.7870788574219,76.17161560058594,345.6224670410156,1.746781826019287,4.5348591804504395
14197,700.32049560546875,31.97239112854004,71.34452819824219,0,53.60148239135742,237.51266479492188,346.5147705078125,57.18836212158203,336.955078125,1.58807373046875,3.387775421142578
14198,771.746826171875,32.60823059082031,136.30702209472656,0,30.251195907592773,42.21177673339844,350.048583984375,34.126609802246094,329.3692626953125,2.7560245990753174,3.224668264389038
14199,603.9443359375,32.20905303955078,146.7507781982422,0,63.63674545288086,175.06857299804688,347.18377685546875,77.69173431396484,329.41864013671875,2.9146480560302734,3.6231701374053955
14200,616.51605224609375,28.824132919311523,128.8213653564453,0,63.145538330078125,187.01271057128906,342.1197204589844,80.55016326904297,333.2742004394531,2.568608045578003,5.134279727935791
14201,787.10107421875,29.288002014160156,94.3835220336914,0,47.66638946533203,76.36651611328125,342.86968994140625,35.29444885253906,334.068359375,2.341043710708618,2.5911083221435547
14202,375.05303955078125,29.21924591064453,470.138916015625,0,50.692047119140625,78.64510345458984,339.0352783203125,68.64427947998047,340.7232360839844,8.32055950164795,1.8268746137619019
14203,85.46504974365234,29.14351463317871,770.9144287109375,0,35.32243347167969,36.05148696899414,322.95977783203125,86.13102722167969,350.79766845703125,11.484489440917969,2.831322193145752
14204,64.05753326416016,29.836206436157227,779.34228515625,0,34.217105865478516,42.223876953125,311.7414245605469,83.350341796875,354.50653076171875,14.559948921203613,8.996638298034668
14205,14.191519737243652,27.330604553222656,915.8997802734375,0,11.93563461303711,17.922948837280273,311.2247009277344,42.9066276550293,352.8018493652344,22.859012603759766,3.5817034244537354
14206,37.649383544921875,24.27119255065918,814.65673828125,0,39.1632194519043,49.81727600097656,307.5989990234375,81.26783752441406,345.2510986328125,23.409231185913086,1.8865641355514526
14207,56.361576080322266,16.838098526000977,836.822509765625,0,32.87022018432617,19.039819717407227,300.1273498535156,61.120506286621094,327.2212219238281,24.050220489501953,2.487423896789551
14208,45.95477294921875,29.889244079589844,800.25909423828125,0,60.8538818359375,15.103436470031738,295.3069763183594,71.855224609375,317.05194091796875,22.857494354248047,2.0537686347961426
14209,76.54451751708984,36.12466049194336,701.30438232421875,0,94.02970123291016,52.80192184448242,290.9009094238281,82.91173553466797,341.09149169921875,16.79530143737793,0.47269636392593384
14210,245.05877685546875,34.91339874267578,463.3684997558594,0.0045978412963449955,83.72937774658203,217.57223510742188,306.86737060546875,116.25336456298828,356.07513427734375,8.954194068908691,3.494194984436035
14211,104.65485382080078,33.74934387207031,378.484130859375,9.052268981933594,25.25484275817871,1146.24853515625,336.3399658203125,141.1997833251953,356.9705810546875,5.302175521850586,6.831512451171875
14212,97.76708221435547,30.389108657836914,455.5150146484375,27.074602127075195,2.817927360534668,717.47601318359375,357.9698486328125,148.96502685546875,358.23419189453125,4.454538345336914,18.35515594482422
14213,554.37286376953125,29.502958297729492,280.2672119140625,12.530190467834473,0.025225508958101273,54.588714599609375,366.850341796875,58.75251770019531,358.87982177734375,1.8720139265060425,42.768184661865234
14214,489.40216064453125,28.88551139831543,327.53021240234375,16.221275329589844,5.192597163841128e-4,88.92097473144531,369.5319519042969,59.953529357910156,359.99468994140625,2.0419163703918457,18.703022003173828
14215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14287,8.875679016113281,83.780609130859375,539.398193359375,0,64.34907531738281,559.7645263671875,480.01483154296875,117.70901489257813,309.2063903808594,26.973997116088867,7.259814739227295
14288,49.04524612426758,87.28345489501953,310.7281188964844,26.8437557220459,207.68019104003906,462.46142578125,389.1298522949219,268.25518798828125,383.4198303222656,26.233732223510742,7.485757827758789
14289,522.757080078125,86.77854919433594,56.32402038574219,124.72238159179688,97.78943634033203,126.00971221923828,319.2010192871094,152.18067932128906,429.2225036621094,12.297361373901367,4.863771438598633
14290,489.1805419921875,85.896331787109375,55.70206069946289,90.356414794921875,223.11050415039063,101.27186584472656,290.8501281738281,99.17279052734375,446.4783020019531,7.4094014167785645,9.338083267211914
14291,19.50547218322754,82.00225830078125,494.6751403808594,24.002685546875,175.29525756835938,7.283843994140625,236.8158416748047,273.7840270996094,414.3070983886719,33.306915283203125,4.672469139099121
14292,0.12591369450092316,74.55706787109375,352.5238342285156,152.14756774902344,45.452484130859375,1.9015350341796875,167.1302490234375,271.7258605957031,341.22979736328125,41.89353942871094,15.891005516052246
14293,1.7735567092895508,79.70481872558594,96.1901626586914,132.79367065429688,8.194284439086914,1.7905113697052002,141.24850463867188,562.53985595703125,328.20135498046875,23.965662002563477,33.27494430541992
14294,6.31590461730957,84.608428955078125,27.754343032836914,246.844970703125,1.847429812187329e-4,0.1187281385064125,130.61685180664063,398.52813720703125,377.1358642578125,22.177698135375977,0.6024450063705444
14295,0.7693060040473938,88.539825439453125,4.932374477386475,236.19984436035156,0,0.4469697177410126,132.78457641601563,117.1336898803711,396.89630126953125,12.024889945983887,1.6811579465866089
14296,1.2425282001495361,85.7390365600586,26.5132999420166,350.5086364746094,0,0.8315165638923645,135.95904541015625,237.6529541015625,395.15411376953125,10.463445663452148,0.014725582674145699
14297,2.3279950618743896,81.88483428955078,68.427490234375,357.4487609863281,0,0.01469704695045948,138.41188049316406,340.42120361328125,385.6309814453125,15.37286376953125,0.024481358006596565
14298,4.858831405639648,81.07377624511719,58.050270080566406,329.4440002441406,0,0.008242589421570301,136.84117126464844,247.92660522460938,387.2195129394531,14.152896881103516,0.051633767783641815
14299,2.4843368530273438,78.09259796142578,87.22638702392578,362.1100769042969,4.856838859268464e-5,0.01796196587383747,139.88246154785156,389.3602600097656,390.5980224609375,14.539726257324219,0.8479524254798889
14300,6.413118839263916,75.05572509765625,154.86294555664063,221.8675537109375,0.15028788149356842,0.03292252868413925,145.1158447265625,592.3641357421875,384.3856506347656,14.018229484558105,0.18293002247810364
14301,6.304614543914795,75.906982421875,128.76242065429688,309.0403137207031,0.641855776309967,0.018071899190545082,146.8335723876953,514.4410400390625,380.5791320800781,13.269942283630371,0.08904750645160675
14302,2.5287370681762695,79.864990234375,43.044010162353516,373.06591796875,0,0.06910445541143417,150.4317626953125,439.92498779296875,395.7453308105469,13.454059600830078,16.105745315551758
14303,26.937868118286133,78.78717041015625,28.131179809570313,464.7055358886719,4.69731330871582,0.23506206274032593,159.00985717773438,370.2283630371094,407.27197265625,10.772392272949219,27.7121524810791
14304,92.31914520263672,73.835906982421875,166.88343811035156,255.43777465820313,31.963891983032227,5.503039360046387,164.29739379882813,433.7599182128906,396.24188232421875,22.531513214111328,0.6078492403030396
14305,49.56932830810547,71.41666412353516,212.4039306640625,264.9162292480469,27.274242401123047,3.8992621898651123,165.53045654296875,392.6088562011719,371.9023742675781,25.488887786865234,1.8128466606140137
14306,21.021451950073242,77.81652069091797,49.16264343261719,280.144287109375,12.04686164855957,1.389371633529663,156.49668884277344,287.9345397949219,355.0343017578125,18.701993942260742,0.720093309879303
14307,8.5230560302734375,82.49955749511719,7.870049476623535,155.25445556640625,0.0010169480228796601,0.36492180824279785,154.8757781982422,299.7503967285156,379.5770263671875,17.820457458496094,0.8078162670135498
14308,7.746488094329834,77.83477783203125,120.68097686767578,182.18603515625,0,0.21435469388961792,160.17037963867188,400.20166015625,394.9665222167969,30.21917724609375,0.9489692449569702
14309,12.58238410949707,76.61548614501953,101.21172332763672,353.3738708496094,1.532973051071167,1.7977792024612427,158.00917053222656,439.2637939453125,394.4671936035156,22.268661499023438,1.1066663265228271
14310,62.184051513671875,74.62569427490234,128.0452880859375,322.7325744628906,3.8198015689849854,40.74553680419922,151.08453369140625,452.4139404296875,387.2674865722656,23.215667724609375,2.2411882877349854
14311,39.18240737915039,66.87176513671875,297.0943603515625,188.55374145507813,21.309799194335938,10.788713455200195,150.21115112304688,440.8672790527344,371.13104248046875,29.042085647583008,2.567657709121704
14312,27.709768295288086,62.58731460571289,470.9314880371094,121.22374725341797,63.16542053222656,12.326386451721191,143.9913787841797,302.1353454589844,341.3033752441406,34.47975158691406,0.9058242440223694
14313,10.696456909179688,56.61269760131836,498.43096923828125,174.40847778320313,70.21678161621094,14.26130485534668,131.5181121826172,210.1791229248047,303.4587707519531,43.90653991699219,2.5669922828674316
14314,1.2975658178329468,47.115543365478516,464.15399169921875,349.7901306152344,6.653162956237793,11.965083122253418,131.93702697753906,120.63233184814453,282.18511962890625,40.00762939453125,5.187400817871094
14315,2.798823118209839,47.83543395996094,581.7401123046875,237.04135131835938,40.46089553833008,40.840911865234375,145.571044921875,114.89871978759766,284.8404846191406,34.48565673828125,2.1241273880004883
14316,50.13563537597656,60.12420654296875,272.49237060546875,370.1554870605469,42.625980377197266,480.5746154785156,175.64553833007813,134.9947509765625,341.08160400390625,14.426124572753906,6.076033592224121
14317,231.41299438476563,65.68609619140625,13.498101234436035,689.79034423828125,0.20990616083145142,84.48885345458984,199.47665405273438,44.27845001220703,386.2432556152344,4.886391639709473,1.1229124069213867
14318,388.9878845214844,67.71675109863281,0.8444297909736633,601.39385986328125,0,0.8967729210853577,209.7777862548828,7.293315410614014,401.54339599609375,4.179269790649414,0.3678065240383148
14319,560.080322265625,66.47917175292969,1.3881635095458478e-4,436.23468017578125,0,0.44844290614128113,218.6772003173828,2.388148784637451,409.40142822265625,2.2238171100616455,0.18750277161598206
14320,387.5541687011719,64.84576416015625,0.01733246259391308,609.5374755859375,0,0.8888800144195557,224.43896484375,1.609363079071045,414.23785400390625,2.783766031265259,0.10514426231384277
14321,569.3349609375,62.18593215942383,0.017051227390766144,426.9406433105469,0,1.1839927434921265,234.85853576660156,1.7971636056900024,419.6413879394531,3.408114433288574,0.14670619368553162
14322,662.59710693359375,57.8379020690918,0.03877125680446625,333.5784606933594,0,1.3017354011535645,243.58477783203125,2.2274389266967773,425.5455017089844,3.4628143310546875,0.0781136229634285
14323,626.90966796875,55.61486053466797,0.07799969613552094,367.52691650390625,0,1.3013585805892944,249.64715576171875,3.573477268218994,428.6961975097656,3.857712507247925,0.07685153186321259
14324,544.718505859375,53.50409698486328,0.6039494276046753,446.44671630859375,0,1.5929921865463257,256.2868957519531,5.098302841186523,429.1091003417969,4.031160831451416,1.2834129333496094
14325,513.05548095703125,50.8214225769043,2.7520976066589355,464.726318359375,0,2.367008924484253,264.85235595703125,10.338199615478516,426.37725830078125,3.894278049468994,6.672942638397217
14326,617.04180908203125,46.602783203125,6.06605339050293,357.3975524902344,0,1.903367042541504,273.94134521484375,11.533431053161621,422.9443054199219,3.5134201049804688,5.522102355957031
14327,668.82183837890625,39.975215911865234,18.131614685058594,284.45068359375,0,2.3915019035339355,280.8304138183594,18.89864158630371,420.9493408203125,3.1819908618927,6.931659698486328
14328,700.25201416015625,35.21015167236328,26.958898544311523,245.21817016601563,0,3.304445505142212,287.86676025390625,22.779987335205078,417.6966552734375,3.0024571418762207,1.5451362133026123
14329,617.62139892578125,31.981727600097656,40.47279357910156,300.0849304199219,0,3.357236385345459,292.9866027832031,36.73448181152344,414.34930419921875,3.6851418018341064,1.380263090133667
14330,655.61395263671875,27.169883728027344,52.518035888671875,235.99456787109375,0,3.80979585647583,298.22698974609375,50.183616638183594,411.6867980957031,4.260333061218262,1.8109493255615234
14331,731.61090087890625,24.75872802734375,63.114505767822266,137.83082580566406,0,6.494873046875,301.5888671875,61.02457046508789,410.4378967285156,4.216019630432129,2.100088596343994
14332,707.67950439453125,24.49800682067871,130.74575805664063,70.79826354980469,0,29.642946243286133,305.5986328125,69.04967498779297,405.0631103515625,5.000462532043457,7.2247748374938965
14333,560.45733642578125,27.13674545288086,172.21458435058594,132.61376953125,0,25.86417007446289,310.1847839355469,115.38280487060547,396.3485412597656,4.158655643463135,3.98512601852417
14334,499.65716552734375,28.71603775024414,225.0865936279297,114.22472381591797,0,10.398561477661133,312.3278503417969,146.49159240722656,389.8701171875,3.8976473808288574,1.7781541347503662
14335,525.86004638671875,28.053617477416992,211.46974182128906,112.27960968017578,0,7.128747463226318,314.0064392089844,133.95953369140625,384.8429260253906,3.476168394088745,5.241624355316162
14336,436.29339599609375,26.948713302612305,272.7367858886719,143.12322998046875,0,8.371384620666504,314.1912841796875,129.49468994140625,378.84906005859375,3.700716972351074,8.211301803588867
14337,588.9761962890625,27.92954444885254,237.72750854492188,76.47982025146484,0,7.157172679901123,314.9384460449219,79.219329833984375,377.0143737792969,3.186473846435547,10.57192611694336
14338,569.3741455078125,28.17089080810547,258.44158935546875,52.20606994628906,0,24.169151306152344,319.75244140625,86.12989807128906,378.5589294433594,4.310388088226318,19.306394577026367
14339,651.69482421875,30.702327728271484,241.05892944335938,19.08697509765625,0,10.495109558105469,322.1535339355469,72.44978332519531,376.3866271972656,4.0624542236328125,9.62438678741455
14340,815.9068603515625,31.573196411132813,114.26594543457031,19.098485946655273,0,29.542396545410156,320.9462890625,31.416105270385742,370.9992980957031,2.0141453742980957,3.65340518951416
14341,837.61163330078125,32.82157516479492,76.5713882446289,21.292634963989258,0,53.585289001464844,322.340576171875,29.143918991088867,367.8084411621094,1.3745806217193604,6.847823143005371
